species,real_value,model_mean,model_std,model_min,model_max,abs_error,z_score,model_range,z_range,metric,plot
Andrena_sp,4.0,21.9216,6.687131314137722,0.0,41.0,17.9216,2.6800131712847812,41.0,0.43711219512195126,MAE,MAE_A1_model2.csv
Apis_mellifera,18.0,43.8181,0.421461923565227,41.0,44.0,25.8181,61.25844010201386,3.0,8.606033333333334,MAE,MAE_A1_model2.csv
Attagenus_sp,1.0,3.3945,4.635150290100764,0.0,25.0,2.3945,0.5165959785843202,25.0,0.09577999999999999,MAE,MAE_A1_model2.csv
Bombylius_sp,2.0,12.1822,6.968820531909289,0.0,36.0,10.1822,1.4611080818306454,36.0,0.28283888888888886,MAE,MAE_A1_model2.csv
Ceratina_sp,1.0,13.5188,6.926661852901608,0.0,37.0,12.5188,1.8073352310039246,37.0,0.33834594594594597,MAE,MAE_A1_model2.csv
Colletes_sp,1.0,1.0464,2.6865161039676777,0.0,20.0,0.0464,0.01727143936768981,20.0,0.00232,MAE,MAE_A1_model2.csv
Diptera_sp7,1.0,1.0491,2.7074013725746697,0.0,24.0,0.04909999999999992,0.018135471340663123,24.0,0.00204583333333333,MAE,MAE_A1_model2.csv
Eristalis_sp,2.0,6.777,6.131723314295943,0.0,33.0,4.777,0.7790632021608929,33.0,0.14475757575757575,MAE,MAE_A1_model2.csv
Eucera_sp,4.0,9.9497,7.09161469694322,0.0,36.0,5.9497,0.8389767710539275,36.0,0.16526944444444444,MAE,MAE_A1_model2.csv
Lasioglossum_sp1,14.0,36.4546,3.627127575016423,15.0,44.0,22.4546,6.190738962331185,29.0,0.7742965517241379,MAE,MAE_A1_model2.csv
Lasioglossum_sp2,21.0,43.9492,0.2258859500859781,42.0,44.0,22.949199999999998,101.59640292486068,2.0,11.474599999999999,MAE,MAE_A1_model2.csv
Lasioglossum_sp6,3.0,12.9501,7.199277251870136,0.0,37.0,9.9501,1.3820970705657005,37.0,0.26892162162162164,MAE,MAE_A1_model2.csv
Lobonyx_aeneus,3.0,3.3266,4.7195508108278235,0.0,30.0,0.3266,0.06920150096714678,30.0,0.010886666666666666,MAE,MAE_A1_model2.csv
Malachius_sp,4.0,6.7,6.349506407836935,0.0,32.0,2.7,0.42522990396033006,32.0,0.084375,MAE,MAE_A1_model2.csv
Megachilidae_sp,1.0,9.0106,6.480284488253949,0.0,35.0,8.0106,1.2361494336429015,35.0,0.22887428571428572,MAE,MAE_A1_model2.csv
Rhyncomyia_cupraea,1.0,4.1238,4.9902468692822834,0.0,28.0,3.1238,0.6259810550112679,28.0,0.11156428571428571,MAE,MAE_A1_model2.csv
Syrphidae_sp3,2.0,5.2581,5.58703909871669,0.0,29.0,3.2580999999999998,0.5831532485155448,29.0,0.11234827586206896,MAE,MAE_A1_model2.csv
Xylocopa_cantabrita,4.0,32.1158,4.863060280885849,10.0,44.0,28.1158,5.781503492874339,34.0,0.8269352941176471,MAE,MAE_A1_model2.csv
Andrena_sp,4.0,19.8726,7.206619372235328,0.0,40.0,15.872599999999998,2.202502890766199,40.0,0.396815,RMAE,RMAE_A1_model2.csv
Apis_mellifera,18.0,43.8085,0.4297047993930968,41.0,44.0,25.808500000000002,60.06100010158419,3.0,8.602833333333335,RMAE,RMAE_A1_model2.csv
Attagenus_sp,1.0,3.9314,4.895170100112035,0.0,28.0,2.9314,0.5988351661023811,28.0,0.10469285714285714,RMAE,RMAE_A1_model2.csv
Bombylius_sp,2.0,11.538,6.925023580837799,0.0,34.0,9.538,1.3773238298267398,34.0,0.2805294117647059,RMAE,RMAE_A1_model2.csv
Ceratina_sp,1.0,15.5235,6.406258796300429,0.0,37.0,14.5235,2.2670798139449535,37.0,0.392527027027027,RMAE,RMAE_A1_model2.csv
Colletes_sp,1.0,1.2103,2.868675101799428,0.0,20.0,0.21029999999999993,0.073309103518933,20.0,0.010514999999999997,RMAE,RMAE_A1_model2.csv
Diptera_sp7,1.0,1.2161,2.8889851874908192,0.0,24.0,0.21609999999999996,0.07480135271572301,24.0,0.009004166666666666,RMAE,RMAE_A1_model2.csv
Eristalis_sp,2.0,6.4227,6.014369624008601,0.0,33.0,4.4227,0.7353555362386014,33.0,0.13402121212121212,RMAE,RMAE_A1_model2.csv
Eucera_sp,4.0,8.857,6.691504212272625,0.0,36.0,4.856999999999999,0.7258457659029738,36.0,0.13491666666666666,RMAE,RMAE_A1_model2.csv
Lasioglossum_sp1,14.0,35.4168,4.22647182250238,10.0,44.0,21.416800000000002,5.0672998423824085,34.0,0.6299058823529412,RMAE,RMAE_A1_model2.csv
Lasioglossum_sp2,21.0,43.9453,0.23390891675636044,42.0,44.0,22.945300000000003,98.09502056691507,2.0,11.472650000000002,RMAE,RMAE_A1_model2.csv
Lasioglossum_sp6,3.0,11.5414,7.086134868229432,0.0,36.0,8.5414,1.2053679698216335,36.0,0.2372611111111111,RMAE,RMAE_A1_model2.csv
Lobonyx_aeneus,3.0,3.0673,4.46792647060073,0.0,26.0,0.06729999999999992,0.015062915749137467,26.0,0.002588461538461535,RMAE,RMAE_A1_model2.csv
Malachius_sp,4.0,5.9579,5.902034478982568,0.0,32.0,1.9579000000000004,0.3317330671266286,32.0,0.06118437500000001,RMAE,RMAE_A1_model2.csv
Megachilidae_sp,1.0,10.593,6.328471849948888,0.0,35.0,9.593,1.515847779283,35.0,0.27408571428571427,RMAE,RMAE_A1_model2.csv
Rhyncomyia_cupraea,1.0,4.8195,5.230473739113272,0.0,28.0,3.8194999999999997,0.7302397814251379,28.0,0.13641071428571427,RMAE,RMAE_A1_model2.csv
Syrphidae_sp3,2.0,4.9885,5.421541022689588,0.0,29.0,2.9885,0.5512270381230882,29.0,0.10305172413793104,RMAE,RMAE_A1_model2.csv
Xylocopa_cantabrita,4.0,30.8781,5.396253547159773,0.0,44.0,26.8781,4.980881599632551,44.0,0.6108659090909091,RMAE,RMAE_A1_model2.csv
Andrena_sp,4.0,4.3671,7.724409637015915,0.0,40.0,0.36709999999999976,0.04752466754751466,40.0,0.009177499999999995,JS,JS_A1_model2.csv
Apis_mellifera,18.0,22.4795,14.490423630373922,0.0,44.0,4.479500000000002,0.30913519951275636,44.0,0.10180681818181822,JS,JS_A1_model2.csv
Attagenus_sp,1.0,0.5029,1.9090720378248072,0.0,25.0,0.4971,0.26038828821064014,25.0,0.019884,JS,JS_A1_model2.csv
Bombylius_sp,2.0,2.151,4.867932690256488,0.0,36.0,0.1509999999999998,0.031019327835456103,36.0,0.004194444444444439,JS,JS_A1_model2.csv
Ceratina_sp,1.0,3.1469,6.097609242469334,0.0,34.0,2.1469,0.3520888129477079,34.0,0.06314411764705882,JS,JS_A1_model2.csv
Colletes_sp,1.0,0.1256,0.869770251289962,0.0,17.0,0.8744000000000001,1.005322955922178,17.0,0.051435294117647065,JS,JS_A1_model2.csv
Diptera_sp7,1.0,0.1435,0.9332710482410491,0.0,16.0,0.8565,0.9177398159026354,16.0,0.05353125,JS,JS_A1_model2.csv
Eristalis_sp,2.0,0.8029,2.5992551245924833,0.0,33.0,1.1971,0.4605550215805322,33.0,0.03627575757575758,JS,JS_A1_model2.csv
Eucera_sp,4.0,0.7127,2.3225197781315,0.0,28.0,3.2873,1.4154023707150858,28.0,0.11740357142857143,JS,JS_A1_model2.csv
Lasioglossum_sp1,14.0,9.5339,12.24963902144122,0.0,44.0,4.466100000000001,0.36459033545255815,44.0,0.10150227272727275,JS,JS_A1_model2.csv
Lasioglossum_sp2,21.0,25.6413,14.227722133838295,0.0,44.0,4.641300000000001,0.3262152547217262,44.0,0.10548409090909093,JS,JS_A1_model2.csv
Lasioglossum_sp6,3.0,1.6795,4.142909137262364,0.0,32.0,1.3205,0.31873737903713406,32.0,0.041265625,JS,JS_A1_model2.csv
Lobonyx_aeneus,3.0,0.1912,0.9834323941824331,0.0,20.0,2.8088,2.856119054665744,20.0,0.14044,JS,JS_A1_model2.csv
Malachius_sp,4.0,0.3795,1.4691138756263769,0.0,24.0,3.6205,2.4644107308947376,24.0,0.15085416666666665,JS,JS_A1_model2.csv
Megachilidae_sp,1.0,1.8966,4.462947482328571,0.0,32.0,0.8966000000000001,0.2008986221662177,32.0,0.028018750000000002,JS,JS_A1_model2.csv
Rhyncomyia_cupraea,1.0,0.6317,2.3041236964626814,0.0,28.0,0.36829999999999996,0.15984384890681805,28.0,0.013153571428571428,JS,JS_A1_model2.csv
Syrphidae_sp3,2.0,0.5662,2.0396650664651563,0.0,23.0,1.4338,0.7029585511727416,23.0,0.062339130434782605,JS,JS_A1_model2.csv
Xylocopa_cantabrita,4.0,8.7275,11.81032565720406,0.0,43.0,4.727499999999999,0.40028532127023264,43.0,0.10994186046511625,JS,JS_A1_model2.csv
Andrena_sp,4.0,8.5053,9.929160625806864,0.0,40.0,4.5053,0.4537442961986417,40.0,0.1126325,KS,KS_A1_model2.csv
Apis_mellifera,18.0,26.5402,16.740884375712312,0.0,44.0,8.540199999999999,0.5101403132793945,44.0,0.19409545454545452,KS,KS_A1_model2.csv
Attagenus_sp,1.0,1.8619,3.604625878336368,0.0,28.0,0.8619000000000001,0.23910941914387804,28.0,0.030782142857142862,KS,KS_A1_model2.csv
Bombylius_sp,2.0,4.7021,6.405424149566797,0.0,34.0,2.7020999999999997,0.42184560099470453,34.0,0.07947352941176469,KS,KS_A1_model2.csv
Ceratina_sp,1.0,5.1308,6.8576959803869855,0.0,31.0,4.1308,0.6023597447034821,31.0,0.1332516129032258,KS,KS_A1_model2.csv
Colletes_sp,1.0,0.6652,2.125502466729591,0.0,18.0,0.3348,0.15751569581339547,18.0,0.0186,KS,KS_A1_model2.csv
Diptera_sp7,1.0,0.6618,2.1076681395558055,0.0,20.0,0.33819999999999995,0.16046169397013144,20.0,0.016909999999999998,KS,KS_A1_model2.csv
Eristalis_sp,2.0,3.2226,4.961643984719479,0.0,27.0,1.2226,0.24641026316383785,27.0,0.04528148148148148,KS,KS_A1_model2.csv
Eucera_sp,4.0,4.3048,6.035258022151113,0.0,36.0,0.3048000000000002,0.05050322602302959,36.0,0.008466666666666671,KS,KS_A1_model2.csv
Lasioglossum_sp1,14.0,16.917,16.137148191523035,0.0,44.0,2.9170000000000016,0.18076304222900572,44.0,0.06629545454545459,KS,KS_A1_model2.csv
Lasioglossum_sp2,21.0,28.5349,15.837066118960504,0.0,44.0,7.5349,0.47577625447803384,44.0,0.17124772727272727,KS,KS_A1_model2.csv
Lasioglossum_sp6,3.0,5.0239,6.755167800965568,0.0,36.0,2.0239000000000003,0.2996076573716953,36.0,0.056219444444444454,KS,KS_A1_model2.csv
Lobonyx_aeneus,3.0,2.0264,3.764507961476405,0.0,30.0,0.9735999999999998,0.2586260966806836,30.0,0.03245333333333333,KS,KS_A1_model2.csv
Malachius_sp,4.0,3.3333,5.0321112193921635,0.0,30.0,0.6667000000000001,0.13248912254378428,30.0,0.022223333333333335,KS,KS_A1_model2.csv
Megachilidae_sp,1.0,3.7486,5.470593274872276,0.0,30.0,2.7486,0.5024317952177084,30.0,0.09162000000000001,KS,KS_A1_model2.csv
Rhyncomyia_cupraea,1.0,2.1694,3.890323521470955,0.0,27.0,1.1694,0.3005919671065924,27.0,0.04331111111111111,KS,KS_A1_model2.csv
Syrphidae_sp3,2.0,2.7396,4.4785709327596885,0.0,25.0,0.7395999999999998,0.1651419640559895,25.0,0.029583999999999992,KS,KS_A1_model2.csv
Xylocopa_cantabrita,4.0,14.0058,14.217354876275953,0.0,43.0,10.0058,0.703773668665777,43.0,0.23269302325581398,KS,KS_A1_model2.csv
Andrena_sp,4.0,21.8106,6.650199256790379,0.0,41.0,17.8106,2.678205466071407,41.0,0.43440487804878053,WASS,WASS_A1_model2.csv
Apis_mellifera,18.0,43.8192,0.41920034934776507,41.0,44.0,25.819200000000002,61.59155172502161,3.0,8.6064,WASS,WASS_A1_model2.csv
Attagenus_sp,1.0,3.3022,4.605192280415016,0.0,25.0,2.3022,0.49991397965961315,25.0,0.092088,WASS,WASS_A1_model2.csv
Bombylius_sp,2.0,12.2151,6.913509358579416,0.0,35.0,10.2151,1.4775564001115336,35.0,0.29186,WASS,WASS_A1_model2.csv
Ceratina_sp,1.0,13.3028,6.980815521021442,0.0,37.0,12.3028,1.7623728865133852,37.0,0.3325081081081081,WASS,WASS_A1_model2.csv
Colletes_sp,1.0,1.0051,2.6373034575021364,0.0,20.0,0.0051000000000001044,0.0019337933924488374,20.0,0.0002550000000000052,WASS,WASS_A1_model2.csv
Diptera_sp7,1.0,0.9955,2.6298614729937175,0.0,24.0,0.0044999999999999485,0.0017111167436805515,24.0,0.00018749999999999786,WASS,WASS_A1_model2.csv
