especie,real_value,model_mean,model_std,model_min,model_max,abs_error,z_score,model_range,z_range,metric,plot
Syrphidae_sp2,2.0,9.0184,8.358316073513752,0.0,35.0,7.0184,0.8396906671476873,35.0,0.20052571428571428,MAE,MAE_B1_1regular
Syrphidae_sp3,2.0,16.8377,8.974163597306843,0.0,40.0,14.837700000000002,1.6533797093305511,40.0,0.37094250000000006,MAE,MAE_B1_1regular
Xylocopa_cantabrita,5.0,17.7604,9.464541700207114,0.0,40.0,12.7604,1.348232212841406,40.0,0.31901,MAE,MAE_B1_1regular
Andrena_sp,1.0,12.613,8.523044950575054,0.0,37.0,11.613,1.3625412123652434,37.0,0.31386486486486487,RMAE,RMAE_B1_1regular
Anthophora_sp,1.0,2.9743,5.440312418411369,0.0,34.0,1.9743,0.36290195271111236,34.0,0.05806764705882353,RMAE,RMAE_B1_1regular
Apis_mellifera,21.0,32.5483,13.206517645497321,0.0,43.0,11.548299999999998,0.8744394480052292,43.0,0.2685651162790697,RMAE,RMAE_B1_1regular
Bombylius_sp,10.0,36.511,4.415566636669893,0.0,43.0,26.511000000000003,6.003985939162254,43.0,0.6165348837209303,RMAE,RMAE_B1_1regular
Cantharidae_sp,1.0,1.3055,3.744432110104643,0.0,24.0,0.3055000000000001,0.08158780584526674,24.0,0.012729166666666672,RMAE,RMAE_B1_1regular
Chalicodoma_sicula,1.0,1.6629,4.242695326836896,0.0,28.0,0.6629,0.15624501618272443,28.0,0.023675,RMAE,RMAE_B1_1regular
Chrysolina_americana,2.0,0.5188,2.385375350244939,0.0,23.0,1.4811999999999999,0.6209504931154356,23.0,0.0644,RMAE,RMAE_B1_1regular
Episyrphus_sp,1.0,6.8629,7.483882978804806,0.0,35.0,5.8629,0.7834034840742953,35.0,0.16751142857142856,RMAE,RMAE_B1_1regular
Eristalis_sp,9.0,33.3753,5.797345153696048,0.0,43.0,24.375300000000003,4.204562494344457,43.0,0.5668674418604652,RMAE,RMAE_B1_1regular
Eucera_sp,6.0,20.3717,9.249664574430476,0.0,42.0,14.3717,1.553753639859411,42.0,0.34218333333333334,RMAE,RMAE_B1_1regular
Halictus_sp2,1.0,5.5804,7.011037819405234,0.0,34.0,4.5804,0.653312693211027,34.0,0.13471764705882353,RMAE,RMAE_B1_1regular
Halictus_sp3,1.0,11.8705,8.51846149070458,0.0,38.0,10.8705,1.2761107169248795,38.0,0.2860657894736842,RMAE,RMAE_B1_1regular
Hymenoptera_sp1,1.0,6.0991,7.201712689115376,0.0,32.0,5.0991,0.7080399094102641,32.0,0.159346875,RMAE,RMAE_B1_1regular
Lasioglossum_sp1,20.0,32.7639,13.10607239806686,0.0,43.0,12.7639,0.9738920717302515,43.0,0.2968348837209302,RMAE,RMAE_B1_1regular
Lasioglossum_sp2,22.0,35.0205,12.190493860547923,0.0,43.0,13.020499999999998,1.068086342435906,43.0,0.3028023255813953,RMAE,RMAE_B1_1regular
Lasioglossum_sp6,4.0,17.6918,9.356279536048266,0.0,41.0,13.6918,1.4633808179039178,41.0,0.3339463414634147,RMAE,RMAE_B1_1regular
Lobonyx_aeneus,5.0,11.1014,9.037670385038304,0.0,41.0,6.1014,0.6751076040680521,41.0,0.14881463414634147,RMAE,RMAE_B1_1regular
Malachius_sp,4.0,6.2014,7.4666199234531785,0.0,38.0,2.2013999999999996,0.2948322028666877,38.0,0.05793157894736841,RMAE,RMAE_B1_1regular
Malthodes_sp,1.0,4.4615,6.444507034451242,0.0,32.0,3.4615,0.5371240936654127,32.0,0.108171875,RMAE,RMAE_B1_1regular
Nomada_sp,1.0,1.6797,4.232930389218325,0.0,27.0,0.6797,0.16057433916968264,27.0,0.025174074074074074,RMAE,RMAE_B1_1regular
Paragus_tibialis,1.0,2.9541,5.434661603510781,0.0,33.0,1.9541,0.3595624056404276,33.0,0.05921515151515151,RMAE,RMAE_B1_1regular
Rhyncomyia_cupraea,1.0,2.57,5.099892242987988,0.0,32.0,1.5699999999999998,0.3078496417563813,32.0,0.049062499999999995,RMAE,RMAE_B1_1regular
Syrphidae_sp1,1.0,0.7985,2.9787220461974626,0.0,24.0,0.2015,0.06764645941276334,24.0,0.008395833333333333,RMAE,RMAE_B1_1regular
Syrphidae_sp2,2.0,8.3407,8.164746770046332,0.0,35.0,6.3407,0.7765948140929323,35.0,0.18116285714285715,RMAE,RMAE_B1_1regular
Syrphidae_sp3,2.0,15.9279,9.186421535291244,0.0,40.0,13.9279,1.516139875194442,40.0,0.3481975,RMAE,RMAE_B1_1regular
Xylocopa_cantabrita,5.0,15.2781,9.416826856898512,0.0,41.0,10.2781,1.0914610787890342,41.0,0.2506853658536585,RMAE,RMAE_B1_1regular
